,ip,nb_www,nb_com,nb_dslash,http_in_path,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,shortening_service,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_extRedirection,ratio_extErrors,external_favicon,links_in_tags,ratio_intMedia,ratio_extMedia,popup_window,safe_anchor,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,f1,f2,f4,f5,f6,f7,f8,f10,f11,f14,f16,f18,f25,f26,f27
4393,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,1247,0.995188452,0.004811548,0.333333333,0.0,0,91.66666667,100.0,0.0,0,50.0,0,0,0,0,281,-1,488874,0,0,2,22,14,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
6781,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,9,0,9,9,0,9.0,9.0,0.0,0,0,0,0,0,0,7,0.714285714,0.285714286,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,1,1,0,336,1856,0,0,0,0,19,12,1,0,0,0,0,0,0,2,1,0,False,0.0,0.0
1944,0,0,0,0,0,0,0,0,3,0,0,0,6,1,2,2,3,8,8,6,4.5,5.0,4.25,0,0,0,0,0,0,560,0.896428571,0.103571429,0.517241379,0.189655172,1,86.66666667,83.33333333,16.66666667,0,73.13432836,0,1,1,0,146,7160,2358,0,0,3,42,14,3,0,0,0,0,0,0,5,1,0,False,0.11904761904761904,0.0
6429,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,90,0.755555556,0.244444444,0.181818182,0.090909091,1,68.75,100.0,0.0,0,48.0,0,0,0,0,12,2910,142338,0,0,4,24,15,2,0,0,0,0,0,0,3,1,0,True,0.0,0.0
4337,0,1,0,0,0,0,0,0,2,0,0,0,8,3,3,3,4,13,13,9,7.5,8.0,7.333333333,1,0,0,0,0,0,105,0.352380952,0.647619048,0.279411765,0.25,1,65.38461538,4.347826087,95.65217391,0,6.666666667,0,1,1,0,331,6244,25271,0,1,5,79,21,2,3,0,0,0,0,0,6,1,0,False,0.0,0.0
5773,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,11,11,0,7.0,7.0,0.0,0,0,0,0,0,0,55,0.781818182,0.218181818,0.25,0.0,0,100.0,100.0,0.0,0,14.28571429,0,0,1,0,360,7676,5849,0,0,4,28,19,2,0,0,0,0,0,0,3,1,0,True,0.0,0.0
5673,0,0,0,0,0,0,0,0,2,1,1,0,2,1,5,5,0,5,5,0,5.0,5.0,0.0,0,0,0,0,0,0,120,0.9,0.1,0.166666667,0.0,0,75.75757576,90.0,10.0,0,75.0,0,1,1,0,228,3790,679696,0,0,3,27,18,2,1,0,0,0,0,0,3,1,0,True,0.0,0.0
7531,0,1,0,0,0,0,0,0,3,0,0,0,4,5,3,3,3,7,7,6,4.75,5.0,4.5,0,0,0,0,0,0,23,1.0,0.0,0.0,0.0,0,100.0,100.0,0.0,0,100.0,0,1,1,0,136,595,0,0,1,0,34,15,3,0,0,0,0,0,0,3,1,0,True,0.0,0.0
7948,0,1,0,0,0,0,0,0,2,0,0,0,8,3,3,3,3,19,19,11,7.625,11.0,6.5,0,0,0,0,0,0,97,0.845360825,0.154639175,0.0,0.066666667,1,90.0,50.0,50.0,0,44.44444444,0,1,1,0,803,5041,112884,0,0,4,79,27,2,5,0,0,0,0,0,3,1,0,False,0.0,0.0
6925,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,32,0.75,0.25,0.25,0.0,0,66.66666667,0.0,100.0,0,50.0,0,0,1,0,376,2179,2521464,0,0,3,21,13,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
5958,0,1,0,0,0,0,0,0,3,0,0,0,10,7,2,3,2,13,9,13,6.0,6.0,6.0,0,0,0,0,0,0,78,0.512820513,0.487179487,0.026315789,0.210526316,1,75.0,7.692307692,92.30769231,0,23.52941176,0,1,1,0,377,7292,1008,0,0,6,80,17,3,5,0,0,0,0,0,4,1,0,False,0.0625,0.0
3200,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,14,14,0,8.5,8.5,0.0,0,0,0,0,0,0,40,0.75,0.25,0.2,0.1,1,91.66666667,60.0,40.0,0,37.5,0,1,1,0,85,6124,23415,0,1,5,31,22,2,0,0,0,0,0,0,3,1,0,True,0.0,0.0
2292,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,3,1,12,3,12,4.4,3.0,5.333333333,0,0,0,0,0,2,88,0.784090909,0.215909091,0.315789474,0.0,1,70.0,82.35294118,17.64705882,0,66.66666667,0,1,0,0,3176,3911,7910131,0,0,2,37,10,2,2,0,0,0,0,0,3,1,0,True,0.0,0.0
6852,0,0,0,0,0,0,0,0,2,0,0,0,6,2,2,2,4,9,9,7,5.666666667,5.5,5.75,0,1,0,0,0,0,511,0.951076321,0.048923679,0.4,0.16,0,100.0,100.0,0.0,0,79.33884298,0,0,0,0,903,7132,12,0,0,7,51,16,2,0,0,0,0,0,2,4,1,0,True,0.0,0.0
3680,0,1,0,0,0,0,0,0,2,0,0,0,5,6,3,3,3,11,11,9,6.6,7.0,6.333333333,0,0,0,0,0,0,68,0.661764706,0.338235294,0.0,0.608695652,1,27.77777778,100.0,0.0,0,100.0,0,1,0,0,3376,3928,13712,0,1,5,49,19,2,2,0,0,0,0,0,4,1,0,False,0.0,0.0
6197,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,5,5,0,4.0,4.0,0.0,0,0,0,0,0,0,184,0.89673913,0.10326087,0.210526316,0.210526316,1,70.83333333,97.43589744,2.564102564,0,16.66666667,0,0,0,0,374,7542,543661,0,0,3,22,13,2,0,0,0,0,0,0,3,1,0,True,0.0,0.0
5162,0,1,0,0,0,0,0,0,2,1,0,0,4,4,3,3,28,28,11,28,12.25,7.0,28.0,0,0,0,0,0,0,184,0.668478261,0.331521739,0.032786885,0.098360656,1,84.61538462,3.448275862,96.55172414,1,62.82051282,0,1,0,0,606,-1,2995662,0,1,4,64,27,2,1,0,0,0,0,0,4,1,0,False,0.046875,0.0
2435,0,0,0,0,0,0,0,0,2,0,0,0,4,2,4,6,4,6,6,4,4.5,6.0,4.0,0,0,0,0,0,0,19,0.842105263,0.157894737,0.0,0.0,1,80.0,100.0,0.0,0,100.0,0,1,0,0,101,8664,7107162,0,1,2,32,10,2,0,0,0,0,0,0,4,1,0,False,0.0,0.0
5365,0,0,0,0,0,0,0,0,2,0,0,0,1,0,17,17,0,17,17,0,17.0,17.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,1,0,0,43,5070,655109,0,0,4,31,24,2,0,0,0,0,0,0,2,1,0,False,0.0,0.0
9414,0,0,0,0,0,0,0,0,2,0,1,0,2,0,8,8,0,12,12,0,10.0,10.0,0.0,0,1,0,0,0,0,14,0.071428571,0.928571429,0.846153846,0.615384615,1,0.0,0.0,0.0,0,14.28571429,0,1,0,0,374,7295,0,0,1,5,32,25,2,0,0,0,0,0,0,2,1,0,False,0.0,0.0
3024,0,1,0,0,0,0,0,0,2,0,0,0,6,3,1,3,1,9,7,9,4.333333333,5.0,4.0,0,1,0,0,0,0,52,0.557692308,0.442307692,0.0,0.0,1,65.2173913,0.0,0.0,0,0.0,0,0,1,0,208,5636,2,0,0,10,43,15,2,0,0,1,0,1,1,3,1,0,True,0.046511627906976744,0.0
1970,0,0,0,0,0,0,0,0,1,1,0,0,4,0,4,5,4,9,9,7,6.25,7.0,5.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1,1,0,0,396,8369,0,0,1,0,40,19,1,1,0,0,0,0,0,5,1,0,False,0.0,0.0
8579,0,1,0,0,0,0,0,0,2,0,0,0,2,4,3,3,0,18,18,0,10.5,10.5,0.0,0,0,0,0,0,0,196,0.943877551,0.056122449,0.0,0.0,1,72.72727273,92.59259259,7.407407407,0,16.66666667,0,1,1,0,1721,2662,0,0,0,4,35,26,2,0,0,0,0,0,0,3,1,0,True,0.0,0.0
3552,0,1,0,0,0,0,0,0,3,1,0,0,8,4,3,3,3,9,8,9,5.25,5.666666667,5.0,0,0,0,0,0,0,110,0.645454545,0.354545455,0.153846154,0.153846154,0,66.66666667,86.66666667,13.33333333,0,0.0,0,1,1,0,58,8706,975738,0,0,4,60,23,3,4,0,0,0,0,0,3,1,0,False,0.0,0.0
7131,0,0,1,0,0,1,0,0,2,1,1,0,7,1,2,9,2,11,10,11,6.714285714,9.5,5.6,0,0,0,0,0,0,440,0.818181818,0.181818182,0.4875,0.075,1,7.692307692,0.0,100.0,0,59.0,0,1,0,0,3470,7121,33109,0,1,4,65,24,2,1,0,0,0,0,0,5,1,0,False,0.06153846153846154,0.0
117,1,0,0,0,0,1,0,0,3,0,0,0,6,1,3,3,3,8,8,7,5.0,5.5,4.75,0,0,0,0,0,0,315,0.93968254,0.06031746,0.0,0.0,1,86.66666667,96.77419355,3.225806452,0,71.69811321,0,1,1,0,150,7156,2272,0,0,3,45,15,3,0,0,0,0,0,0,5,1,0,False,0.15555555555555556,0.0
11041,0,1,0,0,0,0,0,0,3,1,0,0,14,5,2,3,2,26,26,11,7.571428571,14.5,6.416666667,0,0,0,0,0,0,43,0.651162791,0.348837209,0.133333333,0.0,1,60.0,0.0,100.0,0,77.27272727,0,1,1,0,54,-1,1170353,0,0,3,130,34,3,9,0,0,0,0,0,4,1,0,False,0.0,0.0
5628,0,0,0,0,0,0,0,0,2,0,0,0,5,1,3,3,0,8,8,0,5.6,5.6,0.0,0,1,0,0,0,0,20,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0,1,1,1,0,6382,0,0,1,3,43,35,2,3,0,0,0,0,0,3,1,0,False,0.0,0.0
668,1,0,0,0,0,0,0,0,3,0,0,0,31,26,1,4,1,14,4,14,4.677419355,4.0,4.7,0,0,0,0,0,0,20,1.0,0.0,0.0,0.0,0,100.0,100.0,0.0,0,100.0,0,1,1,0,198,-1,0,0,1,0,192,11,15,10,0,0,0,0,7,4,1,0,True,0.5520833333333334,0.0
8538,0,1,0,0,0,0,0,0,2,0,0,0,7,3,3,3,3,5,4,5,3.714285714,3.5,3.8,0,0,0,0,0,0,436,0.392201835,0.607798165,0.064150943,0.026415094,1,3.225806452,1.136363636,98.86363636,0,73.33333333,0,0,0,0,509,6065,422,0,0,8,44,12,2,3,0,0,0,0,0,4,1,0,True,0.0,0.0
4449,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,121,0.107438017,0.892561983,0.407407407,0.0,1,14.28571429,0.0,100.0,0,16.66666667,0,1,1,0,163,1297,0,0,0,0,27,19,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
4213,0,1,0,0,0,0,0,0,3,0,1,0,7,5,1,3,1,13,13,7,4.428571429,8.0,3.0,0,0,0,0,0,0,1361,0.997795738,0.002204262,0.333333333,0.0,0,95.0,100.0,0.0,0,90.47619048,0,1,1,0,183,2738,241138,0,0,4,48,21,3,0,0,1,0,1,0,4,1,0,False,0.041666666666666664,0.0
3570,0,1,0,0,0,0,0,0,3,0,0,0,8,3,3,3,3,15,10,15,6.125,6.5,6.0,0,0,0,0,0,0,3,0.666666667,0.333333333,1.0,0.0,0,0.0,100.0,0.0,0,0.0,0,1,0,0,216,4897,0,0,1,2,67,18,3,1,0,0,0,0,0,5,1,0,False,0.04477611940298507,0.0
2666,0,0,0,0,0,0,0,0,2,0,0,0,2,1,6,6,0,16,16,0,11.0,11.0,0.0,0,0,0,0,0,0,28,0.892857143,0.107142857,0.666666667,0.0,0,66.66666667,0.0,0.0,0,90.47619048,0,1,1,0,292,4455,780526,0,0,3,34,27,2,0,0,0,0,0,0,2,1,0,False,0.0,0.0
3708,0,1,1,0,0,0,0,0,3,1,0,0,19,3,1,1,1,10,3,10,4.789473684,2.333333333,5.25,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0,0.0,1,1,0,0,225,8907,155300,0,1,5,120,13,3,11,0,0,0,0,2,5,1,0,False,0.075,0.0
3611,0,0,1,0,0,0,1,0,2,0,0,0,6,0,4,4,0,10,10,0,6.166666667,6.166666667,0.0,1,0,0,0,0,0,42,0.928571429,0.071428571,0.0,0.0,0,92.85714286,100.0,0.0,0,0.0,0,1,1,0,258,4489,0,0,0,3,55,46,2,4,0,0,0,0,0,3,1,0,True,0.0,0.0
10432,0,0,0,0,0,0,0,0,3,0,0,0,4,1,4,4,0,7,7,0,5.5,5.5,0.0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0,0.0,0,1,0,0,355,2202,533532,0,1,1,37,28,4,0,0,0,0,0,0,3,1,0,True,0.0,0.0
578,0,1,0,0,0,0,0,0,2,0,0,0,6,3,2,3,2,15,9,15,8.0,6.0,9.0,0,0,0,0,0,0,10,0.5,0.5,0.0,0.2,0,50.0,0.0,100.0,0,66.66666667,0,1,0,0,611,3040,319620,0,0,3,66,17,2,2,0,0,0,0,0,5,1,0,True,0.0,0.0
8283,0,1,0,0,0,0,0,0,2,0,0,0,4,4,3,3,6,14,14,7,7.5,8.5,6.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1,1,0,0,345,2576,0,0,1,2,46,23,2,0,0,0,0,0,0,5,1,0,False,0.0,0.0
9045,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,12,12,0,8.0,8.0,0.0,1,0,0,0,0,2,7,0.571428571,0.428571429,0.0,0.0,1,50.0,100.0,0.0,0,0.0,0,1,0,0,262,834,0,0,0,0,38,30,3,0,0,0,0,0,0,3,1,0,False,0.07894736842105263,0.1
7569,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,8,6,8,8,6,7.0,8.0,6.0,0,0,0,0,0,0,146,0.267123288,0.732876712,0.028037383,0.0,1,4.761904762,0.0,100.0,0,26.92307692,0,1,1,0,68,2122,125062,0,1,6,26,11,1,0,0,0,0,0,0,4,1,0,False,0.0,0.0
952,0,0,0,0,0,0,0,0,3,0,1,0,8,4,1,1,2,9,9,7,5.0,5.166666667,4.5,3,0,0,0,0,0,22,0.181818182,0.818181818,0.166666667,0.0,1,0.0,16.66666667,83.33333333,0,25.0,0,1,1,0,228,5615,0,0,1,5,58,40,4,3,0,0,0,0,0,3,1,0,False,0.10344827586206896,0.15
4471,1,0,1,0,0,0,1,0,3,1,0,0,12,2,2,3,2,17,13,17,8.25,8.4,8.142857143,0,0,0,0,0,0,51,1.0,0.0,0.0,0.0,0,100.0,100.0,0.0,0,100.0,0,1,1,0,25,3993,5707171,0,1,0,126,50,4,1,0,1,2,3,2,5,1,0,True,0.2222222222222222,0.0
6091,0,0,0,0,0,0,0,0,2,0,0,0,4,1,2,7,2,8,8,6,5.75,7.5,4.0,0,0,0,0,0,0,116,0.879310345,0.120689655,0.214285714,0.071428571,1,87.09677419,83.33333333,16.66666667,0,0.0,0,0,0,0,333,6606,899,0,1,5,39,20,2,0,0,0,0,0,0,5,1,0,True,0.05128205128205128,0.1
10849,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,4,0,4,4,0,4.0,4.0,0.0,0,0,0,0,0,0,59,1.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0,0.0,0,0,0,1,0,-1,774801,0,0,2,16,7,1,0,0,0,0,0,0,3,1,0,True,0.0,0.0
7886,0,1,0,0,0,0,0,0,2,0,0,0,2,4,3,3,0,16,16,0,9.5,9.5,0.0,0,0,0,0,0,0,76,0.881578947,0.118421053,0.111111111,0.0,0,0.0,60.0,40.0,0,78.94736842,0,1,0,0,1605,3873,409632,0,0,2,33,24,2,0,0,0,0,0,0,3,1,0,True,0.0,0.0
750,0,0,0,0,0,0,0,0,2,0,1,0,2,1,6,6,0,12,12,0,9.0,9.0,0.0,0,0,0,0,0,0,103,0.932038835,0.067961165,0.285714286,0.0,1,81.81818182,100.0,0.0,0,0.0,0,1,1,0,247,7057,1695125,1,1,2,31,23,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
7622,0,0,0,0,0,0,0,0,2,0,0,0,2,2,5,5,0,11,11,0,8.0,8.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1,1,0,0,289,3363,685801,0,1,3,29,21,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
10460,0,0,0,0,0,0,0,0,2,0,0,0,2,1,9,9,0,10,10,0,9.5,9.5,0.0,0,1,0,0,0,0,56,0.196428571,0.803571429,0.133333333,0.177777778,1,27.27272727,0.0,100.0,0,25.0,0,1,0,0,585,7449,0,0,0,8,33,24,2,0,0,0,0,0,0,3,1,0,True,0.0,0.0
8202,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,191,0.287958115,0.712041885,0.220588235,0.382352941,1,9.210526316,0.0,100.0,0,20.0,0,1,0,1,371,8759,127538,0,0,6,29,20,2,0,0,0,0,0,0,3,1,0,True,0.0,0.0
11159,0,1,0,0,0,0,0,0,3,0,0,0,6,3,1,3,1,9,9,4,4.166666667,6.0,3.25,0,0,0,0,0,0,207,0.700483092,0.299516908,0.129032258,0.612903226,1,30.95238095,100.0,0.0,0,50.0,0,0,0,0,617,8148,12761,0,0,6,41,17,3,0,0,0,0,0,0,5,1,0,False,0.0,0.0
9568,0,0,0,0,0,0,0,0,2,0,1,0,2,0,8,8,0,23,23,0,15.5,15.5,0.0,0,1,0,0,0,0,13,0.076923077,0.923076923,0.833333333,0.583333333,1,0.0,0.0,0.0,0,25.0,0,1,0,0,374,7295,0,0,1,5,43,36,2,0,0,0,0,0,0,2,1,0,False,0.0,0.0
1013,0,1,0,0,0,0,0,0,3,1,0,0,11,3,2,3,2,12,7,12,4.818181818,5.0,4.777777778,3,0,0,0,0,0,5,1.0,0.0,0.0,0.0,0,100.0,100.0,0.0,0,0.0,0,1,1,0,465,570,0,0,1,0,75,15,3,1,0,0,0,0,0,9,1,0,True,0.0,0.0
11256,0,0,0,0,0,0,0,0,3,0,0,0,4,1,7,7,0,8,8,0,7.25,7.25,0.0,0,0,0,0,0,0,23,0.782608696,0.217391304,0.0,0.0,1,80.0,100.0,0.0,0,100.0,0,1,1,0,181,4202,0,0,1,0,43,36,4,0,0,0,0,0,0,2,1,0,False,0.0,0.0
8454,0,1,0,0,0,0,0,0,3,0,0,0,5,3,3,3,3,9,8,9,6.2,5.5,6.666666667,1,0,0,0,0,0,63,0.904761905,0.095238095,0.166666667,0.0,0,75.0,66.66666667,33.33333333,0,0.0,0,1,1,0,223,5621,230904,0,0,4,48,18,4,0,0,0,0,0,0,4,1,0,False,0.0,0.0
4082,0,0,0,0,0,0,0,0,3,0,0,0,3,0,2,7,2,7,7,4,4.333333333,7.0,3.0,0,0,0,0,0,0,30,0.7,0.3,0.555555556,0.111111111,1,89.47368421,100.0,0.0,0,0.0,0,1,0,0,367,-1,0,0,1,0,28,13,3,0,0,0,0,0,0,3,1,0,False,0.0,0.0
1649,0,0,0,0,0,0,0,0,1,0,0,0,2,1,13,24,13,24,24,13,18.5,24.0,13.0,1,0,0,0,0,0,19,0.947368421,0.052631579,0.0,0.0,0,100.0,100.0,0.0,0,0.0,0,1,1,0,184,6391,0,0,1,1,49,28,1,0,0,0,0,0,0,3,1,0,False,0.0,0.0
3915,0,1,0,0,0,0,0,0,2,0,0,0,8,3,2,3,2,8,8,8,5.625,5.5,5.666666667,0,0,0,0,0,0,211,0.928909953,0.071090047,0.0,0.066666667,1,0.0,100.0,0.0,0,0.0,0,0,0,0,1293,7838,4087,0,0,5,63,16,2,0,0,0,0,1,1,6,1,0,False,0.0,0.0
3640,0,0,0,0,0,0,0,0,3,1,1,0,11,2,2,6,2,16,16,7,6.090909091,10.0,4.625,0,1,0,0,0,0,214,0.214953271,0.785046729,0.488095238,0.041666667,1,4.347826087,5.084745763,94.91525424,0,19.51219512,0,1,1,0,360,7309,0,0,1,5,88,36,3,5,0,0,0,0,0,5,1,0,False,0.07954545454545454,0.027777777777777776
9599,1,0,1,0,0,1,0,0,3,0,1,0,7,8,1,1,3,17,14,17,6.714285714,6.0,7.666666667,0,0,0,0,0,0,21,0.19047619,0.80952381,0.294117647,0.0,1,0.0,20.0,80.0,0,25.0,0,1,1,0,216,5627,0,0,1,5,64,31,5,0,1,0,0,0,0,3,1,0,False,0.15625,0.3225806451612903
5678,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,71,1.0,0.0,0.0,0.0,0,100.0,100.0,0.0,0,100.0,0,1,1,0,634,2653,0,0,0,0,21,14,2,0,0,0,0,0,0,2,1,0,False,0.0,0.0
4902,0,0,0,0,0,0,0,0,2,0,0,0,2,0,8,8,0,13,13,0,10.5,10.5,0.0,0,1,0,0,0,0,5,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0,1,0,0,38,5440,0,0,1,2,33,25,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
8405,1,0,0,0,0,0,0,0,3,1,1,0,34,5,1,2,1,43,20,43,8.382352941,10.66666667,8.161290323,0,0,0,0,0,0,11,0.272727273,0.727272727,0.0,0.0,1,16.66666667,100.0,0.0,0,0.0,0,1,0,0,381,8019,0,0,1,4,334,38,3,9,0,1,4,5,4,9,3,0,True,0.25149700598802394,0.0
320,1,1,0,0,0,0,0,0,2,0,0,0,7,4,3,3,4,8,8,8,5.714285714,5.5,5.8,0,0,0,0,0,2,101,0.861386139,0.138613861,0.0,0.0,0,100.0,100.0,0.0,0,41.66666667,0,1,0,0,487,7913,0,0,0,6,58,16,2,4,0,0,0,0,0,3,1,0,True,0.1206896551724138,0.0
3486,0,1,0,0,0,0,0,0,3,0,0,0,2,4,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,107,0.607476636,0.392523364,0.261904762,0.095238095,1,46.15384615,6.25,93.75,0,14.28571429,0,1,0,0,52,1408,0,0,0,3,25,17,3,0,0,0,0,0,0,3,1,0,False,0.0,0.0
5239,0,0,0,0,0,0,0,0,2,0,0,0,4,0,4,9,4,11,9,11,7.75,9.0,7.333333333,1,0,0,0,0,0,7,0.0,1.0,0.142857143,0.142857143,1,0.0,0.0,100.0,0,0.0,0,1,0,0,293,-1,7601391,0,1,3,45,13,2,0,0,0,0,0,0,4,1,0,False,0.022222222222222223,0.07692307692307693
2546,0,0,0,0,0,0,0,0,1,1,0,0,15,1,2,4,2,10,4,10,6.933333333,4.0,7.142857143,0,0,0,0,0,0,28,0.535714286,0.464285714,0.0,0.076923077,1,57.14285714,0.0,100.0,0,22.22222222,0,0,1,0,320,8810,379136,0,0,4,130,8,1,10,0,0,0,0,0,6,1,0,True,0.0,0.0
7303,1,0,1,0,0,0,1,0,3,0,0,0,9,3,2,3,2,32,17,32,9.333333333,8.0,11.0,0,0,0,0,0,0,9,0.333333333,0.666666667,0.0,0.0,1,0.0,100.0,0.0,0,0.0,0,1,0,0,372,1454,0,0,1,0,105,50,3,5,0,1,0,1,0,3,1,0,False,0.19047619047619047,0.0
5021,0,0,0,0,0,0,0,0,3,0,1,0,8,2,1,1,4,7,7,6,4.625,4.5,5.0,0,0,0,0,0,0,19,0.631578947,0.368421053,0.0,0.0,0,33.33333333,33.33333333,66.66666667,0,100.0,0,1,1,0,217,5627,0,0,1,5,55,36,5,2,0,0,0,0,0,3,1,0,False,0.16363636363636364,0.16666666666666666
8673,0,1,0,0,0,0,0,0,3,0,0,0,6,4,2,3,2,14,14,7,6.0,8.5,4.75,1,0,0,0,0,0,33,0.242424242,0.757575758,0.0,0.0,1,0.0,0.0,100.0,0,70.0,0,1,0,0,217,1974,0,0,1,1,51,21,3,0,0,0,0,0,0,5,1,0,False,0.0,0.0
5093,0,1,0,0,0,0,0,0,2,0,1,0,3,3,3,3,10,10,7,10,6.666666667,5.0,10.0,0,0,0,0,0,0,21,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,1,0,0,298,7006,0,0,0,1,34,15,2,0,0,0,0,0,0,4,1,0,False,0.029411764705882353,0.0
7374,0,1,0,0,0,0,0,0,3,0,0,0,6,4,3,3,3,26,26,11,8.833333333,14.5,6.0,0,0,0,0,0,0,9,0.222222222,0.777777778,0.0,0.0,0,0.0,0.0,100.0,0,100.0,0,1,0,0,262,4852,0,0,0,3,69,34,3,2,0,0,0,0,0,3,1,0,False,0.0,0.0
1404,0,1,0,0,0,0,0,0,2,0,0,0,2,4,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,0,52,0.846153846,0.153846154,0.125,0.25,1,57.14285714,100.0,0.0,0,83.33333333,0,0,0,0,388,2169,0,0,0,3,25,16,2,0,0,0,0,0,0,3,1,0,True,0.08,0.125
10693,1,0,0,0,0,0,0,0,1,0,0,0,5,4,3,7,3,32,7,32,12.2,7.0,13.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1,1,0,0,-1,-1,0,0,1,0,76,10,1,0,0,1,0,1,0,4,1,0,False,0.34210526315789475,0.0
669,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,6,0,6,6,0,6.0,6.0,0.0,0,0,0,0,0,0,99,0.717171717,0.282828283,0.035714286,0.0,1,63.63636364,15.78947368,84.21052632,0,40.0,0,1,1,0,152,4597,39904,0,0,4,18,9,1,0,0,0,0,0,0,3,1,0,True,0.0,0.0
1365,1,1,0,0,0,0,0,0,3,1,0,0,12,4,2,3,2,16,16,15,5.833333333,9.5,5.1,3,0,0,0,0,0,23,1.0,0.0,0.0,0.0,0,100.0,100.0,0.0,0,0.0,0,1,0,0,0,-1,0,0,1,2,92,23,3,1,0,0,0,0,0,10,1,0,True,0.11956521739130435,0.0
4155,0,1,0,0,0,0,0,0,2,0,0,0,2,4,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,101,0.841584158,0.158415842,0.625,0.0,0,96.15384615,92.85714286,7.142857143,0,0.0,0,1,1,1,0,3621,0,0,0,3,24,16,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
3390,0,1,0,0,0,0,0,0,3,0,0,0,4,4,3,3,0,8,8,0,6.25,6.25,0.0,0,0,0,0,0,0,23,0.782608696,0.217391304,0.0,0.0,1,80.0,100.0,0.0,0,100.0,0,1,1,0,181,4202,0,0,1,0,39,32,4,0,0,0,0,0,0,2,1,0,False,0.0,0.0
9228,0,1,0,0,0,0,0,0,3,0,0,0,5,6,3,3,3,7,7,3,3.8,5.0,3.0,0,0,0,0,0,0,4,1.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0,100.0,0,1,0,0,170,-1,0,0,1,0,37,18,4,0,0,0,0,0,0,4,1,0,False,0.0,0.0
3133,0,1,0,0,0,0,0,0,2,1,0,0,4,3,2,3,2,9,9,2,5.0,6.0,2.0,0,0,0,0,0,0,241,0.921161826,0.078838174,0.315789474,0.052631579,1,76.47058824,75.0,25.0,0,93.7007874,0,0,1,0,994,-1,582076,0,0,3,35,23,2,1,0,0,0,0,0,4,1,0,True,0.0,0.0
